"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Austria","2009","Total","Both Sexes","Graz","City proper","Estimate - de jure","Final figure, complete","2009","253994","1"
"Austria","2009","Total","Both Sexes","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2009","118035","1"
"Austria","2009","Total","Both Sexes","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2009","93478","1"
"Austria","2009","Total","Both Sexes","Linz","City proper","Estimate - de jure","Final figure, complete","2009","189122","1"
"Austria","2009","Total","Both Sexes","Salzburg","City proper","Estimate - de jure","Final figure, complete","2009","147732","1"
"Austria","2009","Total","Both Sexes","WIEN","City proper","Estimate - de jure","Final figure, complete","2009","1687271","1"
"Austria","2009","Total","Male","Bregenz","City proper","Estimate - de jure","Final figure, complete","2009","13066","1"
"Austria","2009","Total","Male","Graz","City proper","Estimate - de jure","Final figure, complete","2009","122042","1"
"Austria","2009","Total","Male","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2009","56109","1"
"Austria","2009","Total","Male","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2009","43552","1"
"Austria","2009","Total","Male","Linz","City proper","Estimate - de jure","Final figure, complete","2009","89923","1"
"Austria","2009","Total","Male","Salzburg","City proper","Estimate - de jure","Final figure, complete","2009","69606","1"
"Austria","2009","Total","Male","WIEN","City proper","Estimate - de jure","Final figure, complete","2009","807088","1"
"Austria","2009","Total","Female","Bregenz","City proper","Estimate - de jure","Final figure, complete","2009","14243","1"
"Austria","2009","Total","Female","Graz","City proper","Estimate - de jure","Final figure, complete","2009","131952","1"
"Austria","2009","Total","Female","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2009","61926","1"
"Austria","2009","Total","Female","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2009","49926","1"
"Austria","2009","Total","Female","Linz","City proper","Estimate - de jure","Final figure, complete","2009","99199","1"
"Austria","2009","Total","Female","Salzburg","City proper","Estimate - de jure","Final figure, complete","2009","78126","1"
"Austria","2009","Total","Female","WIEN","City proper","Estimate - de jure","Final figure, complete","2009","880183","1"
"Austria","2008","Total","Both Sexes","Graz","City proper","Estimate - de jure","Final figure, complete","2008","250653","1"
"Austria","2008","Total","Both Sexes","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2008","118362","1"
"Austria","2008","Total","Both Sexes","Linz","City proper","Estimate - de jure","Final figure, complete","2008","189069","1"
"Austria","2008","Total","Both Sexes","Salzburg","City proper","Estimate - de jure","Final figure, complete","2008","149201","1"
"Austria","2008","Total","Both Sexes","WIEN","City proper","Estimate - de jure","Final figure, complete","2008","1677867","1"
"Austria","2008","Total","Male","Graz","City proper","Estimate - de jure","Final figure, complete","2008","120238","1"
"Austria","2008","Total","Male","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2008","56158","1"
"Austria","2008","Total","Male","Linz","City proper","Estimate - de jure","Final figure, complete","2008","89754","1"
"Austria","2008","Total","Male","Salzburg","City proper","Estimate - de jure","Final figure, complete","2008","70073","1"
"Austria","2008","Total","Male","WIEN","City proper","Estimate - de jure","Final figure, complete","2008","801776","1"
"Austria","2008","Total","Female","Graz","City proper","Estimate - de jure","Final figure, complete","2008","130415","1"
"Austria","2008","Total","Female","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2008","62204","1"
"Austria","2008","Total","Female","Linz","City proper","Estimate - de jure","Final figure, complete","2008","99315","1"
"Austria","2008","Total","Female","Salzburg","City proper","Estimate - de jure","Final figure, complete","2008","79128","1"
"Austria","2008","Total","Female","WIEN","City proper","Estimate - de jure","Final figure, complete","2008","876091","1"
"Austria","2007","Total","Both Sexes","Graz","City proper","Estimate - de jure","Final figure, complete","2008","247698","1"
"Austria","2007","Total","Both Sexes","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2008","117693","1"
"Austria","2007","Total","Both Sexes","Linz","City proper","Estimate - de jure","Final figure, complete","2008","188894","1"
"Austria","2007","Total","Both Sexes","Salzburg","City proper","Estimate - de jure","Final figure, complete","2008","149018","1"
"Austria","2007","Total","Both Sexes","WIEN","City proper","Estimate - de jure","Final figure, complete","2008","1664146","1"
"Austria","2007","Total","Male","Graz","City proper","Estimate - de jure","Final figure, complete","2008","118671","1"
"Austria","2007","Total","Male","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2008","55814","1"
"Austria","2007","Total","Male","Linz","City proper","Estimate - de jure","Final figure, complete","2008","89606","1"
"Austria","2007","Total","Male","Salzburg","City proper","Estimate - de jure","Final figure, complete","2008","69899","1"
"Austria","2007","Total","Male","WIEN","City proper","Estimate - de jure","Final figure, complete","2008","794835","1"
"Austria","2007","Total","Female","Graz","City proper","Estimate - de jure","Final figure, complete","2008","129027","1"
"Austria","2007","Total","Female","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2008","61879","1"
"Austria","2007","Total","Female","Linz","City proper","Estimate - de jure","Final figure, complete","2008","99288","1"
"Austria","2007","Total","Female","Salzburg","City proper","Estimate - de jure","Final figure, complete","2008","79119","1"
"Austria","2007","Total","Female","WIEN","City proper","Estimate - de jure","Final figure, complete","2008","869311","1"
"Austria","2006","Total","Both Sexes","Graz","City proper","Estimate - de jure","Final figure, complete","2006","244604","1"
"Austria","2006","Total","Both Sexes","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2006","116851","1"
"Austria","2006","Total","Both Sexes","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2006","92160","1"
"Austria","2006","Total","Both Sexes","Linz","City proper","Estimate - de jure","Final figure, complete","2006","188362","1"
"Austria","2006","Total","Both Sexes","Salzburg","City proper","Estimate - de jure","Final figure, complete","2006","148473","1"
"Austria","2006","Total","Both Sexes","WIEN","City proper","Estimate - de jure","Final figure, complete","2006","1651437","1"
"Austria","2006","Total","Male","Graz","City proper","Estimate - de jure","Final figure, complete","2006","117116","1"
"Austria","2006","Total","Male","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2006","55329","1"
"Austria","2006","Total","Male","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2006","42673","1"
"Austria","2006","Total","Male","Linz","City proper","Estimate - de jure","Final figure, complete","2006","89285","1"
"Austria","2006","Total","Male","Salzburg","City proper","Estimate - de jure","Final figure, complete","2006","69615","1"
"Austria","2006","Total","Male","WIEN","City proper","Estimate - de jure","Final figure, complete","2006","788461","1"
"Austria","2006","Total","Female","Graz","City proper","Estimate - de jure","Final figure, complete","2006","127488","1"
"Austria","2006","Total","Female","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2006","61522","1"
"Austria","2006","Total","Female","Klagenfurt","City proper","Estimate - de jure","Final figure, complete","2006","49487","1"
"Austria","2006","Total","Female","Linz","City proper","Estimate - de jure","Final figure, complete","2006","99077","1"
"Austria","2006","Total","Female","Salzburg","City proper","Estimate - de jure","Final figure, complete","2006","78858","1"
"Austria","2006","Total","Female","WIEN","City proper","Estimate - de jure","Final figure, complete","2006","862976","1"
"Austria","2005","Total","Both Sexes","Bregenz","City proper","Estimate - de jure","Final figure, complete","2005","123902","1"
"Austria","2005","Total","Both Sexes","Graz","City proper","Estimate - de jure","Final figure, complete","2005","240278","1"
"Austria","2005","Total","Both Sexes","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2005","115498","1"
"Austria","2005","Total","Both Sexes","Linz","City proper","Estimate - de jure","Final figure, complete","2005","187112","1"
"Austria","2005","Total","Both Sexes","Salzburg","City proper","Estimate - de jure","Final figure, complete","2005","146868","1"
"Austria","2005","Total","Both Sexes","WIEN","City proper","Estimate - de jure","Final figure, complete","2005","1626440","1"
"Austria","2005","Total","Male","Bregenz","City proper","Estimate - de jure","Final figure, complete","2005","61008","1"
"Austria","2005","Total","Male","Graz","City proper","Estimate - de jure","Final figure, complete","2005","114665","1"
"Austria","2005","Total","Male","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2005","54526","1"
"Austria","2005","Total","Male","Linz","City proper","Estimate - de jure","Final figure, complete","2005","88638","1"
"Austria","2005","Total","Male","Salzburg","City proper","Estimate - de jure","Final figure, complete","2005","68778","1"
"Austria","2005","Total","Male","WIEN","City proper","Estimate - de jure","Final figure, complete","2005","774583","1"
"Austria","2005","Total","Female","Bregenz","City proper","Estimate - de jure","Final figure, complete","2005","62894","1"
"Austria","2005","Total","Female","Graz","City proper","Estimate - de jure","Final figure, complete","2005","125613","1"
"Austria","2005","Total","Female","Innsbruck","City proper","Estimate - de jure","Final figure, complete","2005","60972","1"
"Austria","2005","Total","Female","Linz","City proper","Estimate - de jure","Final figure, complete","2005","98474","1"
"Austria","2005","Total","Female","Salzburg","City proper","Estimate - de jure","Final figure, complete","2005","78090","1"
"Austria","2005","Total","Female","WIEN","City proper","Estimate - de jure","Final figure, complete","2005","851857","1"
"Austria","2001","Total","Both Sexes","Bregenz","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","26752","1"
"Austria","2001","Total","Both Sexes","Bregenz","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2009","144838","2"
